id_tramite,nombre_tramite,organo_rector,fecha_publicacion_produccion,marca_arancelado,link_de_acceso,validador_identidad
4935,PLN - Requerimiento de Información - Comisiones Bicamerales/Especiales/Investigadoras,Jefatura de Gabinete de Ministros,2019-09-19,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4935,AFIP
4936,Inscripción al Curso de Radiofísica Sanitaria,Ministerio de Salud,2019-09-19,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4936,"Mi argentina,AFIP"
4937,Cambio de Razón Social en un Establecimiento Biomédico,Ministerio de Salud,2019-09-19,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4937,"Mi argentina,AFIP"
4938,Cambio de Denominación de Razón Social de Farmacia y Herboristeria,Ministerio de Salud,2019-09-19,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4938,"Mi argentina,AFIP"
4939,Actualización de datos del registro de establecimientos - Productos cosméticos e higiene personal,Ministerio de Salud,2019-09-20,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4939,AFIP
4940,Actualización de datos del registro de establecimientos - Productos de uso doméstico,Ministerio de Salud,2019-09-20,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4940,AFIP
4941,Actualización de datos del registro de establecimientos - Productos de higiene oral de uso odontológico,Ministerio de Salud,2019-09-20,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4941,AFIP
4944,Habilitaciones de empresas de medicamentos e ingredientes farmacéuticos activos,Ministerio de Salud,2019-09-20,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4944,AFIP
4945,Habilitación de empresas de productos de higiene oral de uso odontológico,Ministerio de Salud,2019-09-20,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4945,AFIP
4946,Actualización de datos del registro de establecimientos - Medicamentos,Ministerio de Salud,2019-09-20,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4946,AFIP
4947,Solicitud de acreditación de Comité de ética en investigación,Ministerio de Salud,2019-09-23,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4947,"Mi argentina,AFIP"
4948,Renovación del registro de Comité de ética en investigación,Ministerio de Salud,2019-09-23,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4948,"Mi argentina,AFIP"
4949,Actualización de datos del registro de Comité de ética en investigación,Ministerio de Salud,2019-09-23,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4949,"Mi argentina,AFIP"
4950,Baja del registro de Comité de ética en investigación,Ministerio de Salud,2019-09-23,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4950,"Mi argentina,AFIP"
4951,Reclamos por Servicios de Comunicaciones,Jefatura de Gabinete de Ministros,2019-09-23,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4951,"DNI,Mi argentina,ANSES,AFIP"
4952,Informe de Inspección de Aeronave,Ministerio de Economía,2019-09-24,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4952,AFIP
4953,Permiso Especial de Vuelo de Aeronave (PEV),Ministerio de Economía,2019-09-24,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4953,AFIP
4954,Notificaciones varias - Productos cosméticos e higiene personal,Ministerio de Salud,2019-09-25,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4954,"Mi argentina,AFIP"
4955,Actualización de Monografía del Producto en Investigación (MPI) en Estudios de Farmacología Clínica,Ministerio de Salud,2019-09-26,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4955,"Mi argentina,AFIP"
4956,Comunicaciones a DERM sobre ensayos de farmacología Clínica,Ministerio de Salud,2019-09-27,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4956,"Mi argentina,AFIP"
4957,Alta de integrantes para Comité Consultivo,Ministerio de Economía,2019-09-27,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4957,"Mi argentina,AFIP"
4958,Reemplazo de representante/s ante el Comité Consultivo,Ministerio de Economía,2019-09-27,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4958,"Mi argentina,AFIP"
4959,Baja de entidades/representantes para Comité Consultivo,Ministerio de Economía,2019-09-27,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4959,"Mi argentina,AFIP"
4960,Inscripción en el Registro Nacional Sanitario de Productores Agropecuarios – RENSPA,Ministerio de Economía,2019-10-02,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4960,"Mi argentina,AFIP"
4961,Actualización del Registro Nacional Sanitario de Productores Agropecuarios – RENSPA,Ministerio de Economía,2019-10-02,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4961,"Mi argentina,AFIP"
4962,Inscripción Registro Establecimientos Inocuidad y Calidad Agroalimentaria,Ministerio de Economía,2019-10-02,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4962,"Mi argentina,AFIP"
4964,Solicitud Certificado de Seguridad Vehicular - Convencional,Ministerio de Economía,2019-10-03,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4964,"Mi argentina,AFIP"
4965,Procedimiento de Reestructuración Productiva,Ministerio de Capital Humano,2019-10-03,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4965,"Mi argentina,AFIP"
4966,Cambio de patrocinador y/o OIC de estudios de Farmacología Clínica,Ministerio de Salud,2019-10-03,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4966,"Mi argentina,AFIP"
4967,Inscripción de Auditores Externos,Ministerio de Economía,2019-10-03,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4967,"Mi argentina,AFIP"
4968,Inscripción de Actuarios,Ministerio de Economía,2019-10-03,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4968,"Mi argentina,AFIP"
4969,Inscripción de Sociedades de profesionales,Ministerio de Economía,2019-10-03,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4969,"Mi argentina,AFIP"
4970,Notificación de apertura de cuenta bancaria para embargos judiciales (Resolución SSN N° 31.773),Ministerio de Economía,2019-10-04,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4970,"Mi argentina,AFIP"
4971,"Designación de Actuario, Auditores y Sociedades de Profesionales",Ministerio de Economía,2019-10-04,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4971,"Mi argentina,AFIP"
4972,Procedimientos Administrativos y controles internos (PACI) - Informa responsable e integrantes del Comité,Ministerio de Economía,2019-10-04,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4972,"Mi argentina,AFIP"
4974,Correcciones / Rectificaciones - Ensayos de Farmacología Clínica,Ministerio de Salud,2019-10-04,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4974,"Mi argentina,AFIP"
4976,Solicitud de ampliación de importación y exportación de materiales - Ensayos clínicos,Ministerio de Salud,2019-10-04,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4976,"Mi argentina,AFIP"
4977,Verificación de cumplimiento de Buenas Prácticas de Fabricación de Plantas sitas en el exterior,Ministerio de Salud,2019-10-04,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4977,"Mi argentina,AFIP"
4978,Cálculos de Blindaje Estructural,Ministerio de Salud,2019-10-07,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4978,"Mi argentina,AFIP"
4979,Aprobación de Planos de Blindaje Estructural,Ministerio de Salud,2019-10-07,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4979,"Mi argentina,AFIP"
4980,Cambio de responsable de equipos de Rx. / Láser,Ministerio de Salud,2019-10-08,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4980,"Mi argentina,AFIP"
4981,Acreditación de empresas de dosimetría,Ministerio de Salud,2019-10-08,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4981,"Mi argentina,AFIP"
4983,Presentación de informes de Control Ferroviario,Ministerio de Economía,2019-10-09,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4983,AFIP
4984,Solicitud de Redeterminación de Precios,Ministerio de Economía,2019-10-09,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4984,"Mi argentina,AFIP"
4985,Enmienda al protocolo y/o consentimiento informado de estudios de investigación de farmacología clínica/bioequivalencia,Ministerio de Salud,2019-10-09,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4985,"Mi argentina,AFIP"
4986,PFA - Pedido de informe varios por el propio solicitante,Ministerio de Seguridad Nacional,2019-10-10,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4986,"DNI,Mi argentina,ANSES,AFIP"
4987,PFA - Pedido de informe varios para terceros con poder,Ministerio de Seguridad Nacional,2019-10-10,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4987,"DNI,Mi argentina,ANSES,AFIP"
4988,Solicitud de Certificado de Veterano de guerra de Malvinas,Ministerio de Defensa,2019-10-10,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4988,"Mi argentina,AFIP"
4989,Solicitud de actividades con Cannabis medicinal,Ministerio de Economía,2019-10-11,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4989,"Mi argentina,AFIP"
4990,Solicitud de análisis de riesgo de Organismos Genéticamente Modificados Vegetales (OGMV),Ministerio de Economía,2019-10-11,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4990,"Mi argentina,AFIP"
4991,Solicitud de autorización de actividades contenidas o confinadas con Organismos Genéticamente Modificados Vegetales (OVGM) regulados en Argentina,Ministerio de Economía,2019-10-11,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4991,"Mi argentina,AFIP"
4992,Solicitud del Programa de Trabajo Autogestionado,Ministerio de Capital Humano,2019-10-15,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4992,"Mi argentina,AFIP"
4993,Baja de farmacéutico auxiliar,Ministerio de Salud,2019-10-15,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4993,"Mi argentina,AFIP"
4994,Solicitud de Formación Docente,Ministerio de Capital Humano,2019-10-16,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4994,"Mi argentina,AFIP"
4996,Alta de centros para estudios de investigación de farmacología clínica,Ministerio de Salud,2019-10-16,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4996,"Mi argentina,AFIP"
4997,Baja de centros para estudios de investigación de farmacología clínica,Ministerio de Salud,2019-10-16,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4997,AFIP
4998,Solicitud de Inscripción en el Registro de Comercializadores ENARGAS,Ministerio de Economía,2019-10-21,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4998,"Mi argentina,AFIP"
4999,Reforma de Estatuto de Cooperativas,Ministerio de Capital Humano,2019-10-21,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=4999,"Mi argentina,AFIP"
5000,Reforma de Estatuto de Mutuales,Ministerio de Capital Humano,2019-10-21,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5000,"Mi argentina,AFIP"
5001,Cambios Posteriores a la Demostración de Bioequivalencia,Ministerio de Salud,2019-10-21,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5001,"Mi argentina,AFIP"
5002,Presentación de estudios de bioequivalencia realizado en el exterior,Ministerio de Salud,2019-10-21,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5002,"Mi argentina,AFIP"
5003,Aprobación de nuevo Reglamento de Mutuales,Ministerio de Capital Humano,2019-10-21,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5003,"Mi argentina,AFIP"
5004,Reforma de Reglamento de Cooperativas,Ministerio de Capital Humano,2019-10-22,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5004,"Mi argentina,AFIP"
5005,Reforma de Reglamento de Mutuales,Ministerio de Capital Humano,2019-10-22,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5005,"Mi argentina,AFIP"
5006,Solicitud de Baja en el Registro de Comercializadores ENARGAS,Ministerio de Economía,2019-10-22,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5006,"Mi argentina,AFIP"
5007,Aprobación de nuevo Reglamento de Cooperativas,Ministerio de Capital Humano,2019-10-22,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5007,"Mi argentina,AFIP"
5008,Solicitud de Actualización en el Registro de Comercializadores ENARGAS,Ministerio de Economía,2019-10-22,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5008,"Mi argentina,AFIP"
5009,Presentación de Resultados de Bioexención de Estudios de Bioequivalencia por SCB o Formulaciones Proporcionalmente Similares,Ministerio de Salud,2019-10-25,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5009,"Mi argentina,AFIP"
5011,Presentación de Plan de Gestión de Riesgos (PGR),Ministerio de Salud,2019-10-28,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5011,"Mi argentina,AFIP"
5012,Informe Periódico de Actualización de Seguridad (IPAS)/Informe de Plan de Gestión de Riesgo (IPGR),Ministerio de Salud,2019-10-29,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5012,"Mi argentina,AFIP"
5014,Decreto 328/88 - Procedimiento de Comunicación Previa,Ministerio de Capital Humano,2019-10-30,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5014,"Mi argentina,AFIP"
5015,"Informes periódicos, finales y de desvíos en estudios de investigación clínica en farmacología",Ministerio de Salud,2019-10-30,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5015,"Mi argentina,AFIP"
5016,"Solicitud de inspección de cumplimiento de Buenas Prácticas de Fabricación, con emisión de Certificado Mercosur",Ministerio de Salud,2019-10-30,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5016,"Mi argentina,AFIP"
5017,Modificación de Plan de Gestión de Riesgos (PGR),Ministerio de Salud,2019-10-30,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5017,"Mi argentina,AFIP"
5018,Solicitud de autorización de centro para estudios de farmacología clínica,Ministerio de Salud,2019-10-30,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5018,"Mi argentina,AFIP"
5020,Actualización de Planos - Técnica Naval,Ministerio de Seguridad Nacional,2019-10-31,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5020,"Mi argentina,AFIP"
5025,Cambios Posteriores a la Autorización de Estudios de Bioequivalencia,Ministerio de Salud,2019-10-31,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5025,"Mi argentina,AFIP"
5026,Cambios posteriores a la Aceptación de la Solicitud de Bioexención basada en el  Sistema de Clasificación Biofarmacéutica / Formulaciones Proporcionalmente Similares,Ministerio de Salud,2019-10-31,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5026,AFIP
5027,Retiro del Mercado / Corrección del Mercado - Notificación de inicio y seguimiento,Ministerio de Salud,2019-10-31,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5027,"Mi argentina,AFIP"
5028,Solicitud de contraverificación de análisis,Ministerio de Salud,2019-11-01,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5028,"Mi argentina,AFIP"
5029,Técnica Naval - Cambio de Motor Auxiliar/Generador,Ministerio de Seguridad Nacional,2019-11-01,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5029,"Mi argentina,AFIP"
5030,Cambio de navegación - Técnica Naval,Ministerio de Seguridad Nacional,2019-11-01,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5030,"Mi argentina,AFIP"
5031,Transporte de Pasajeros Internacionales - Empresas Nacionales - Solicitar / Renovar el Permiso Originario,Ministerio de Economía,2019-11-01,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5031,AFIP
5032,Carga de Protocolo de Protección y/o Termografía - Técnica Naval,Ministerio de Seguridad Nacional,2019-11-01,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5032,"Mi argentina,AFIP"
5033,Transporte de Pasajeros Internacionales - Empresas Extranjeras - Inscripción / Modificación de Vehículos,Ministerio de Economía,2019-11-01,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5033,AFIP
5034,Transporte de Pasajeros Internacionales - Cambios posteriores al otorgamiento del permiso (Empresas Nacionales y Extranjeras),Ministerio de Economía,2019-11-01,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5034,AFIP
5035,Técnica Naval - Exenciones: Aprobación de alternativas y equivalencias,Ministerio de Seguridad Nacional,2019-11-01,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5035,"Mi argentina,AFIP"
5036,Solicitud de Construcción de Buques,Ministerio de Seguridad Nacional,2019-11-01,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5036,"Mi argentina,AFIP"
5037,Registro Nacional de Buques - Cambio Arboladura/Tipo/Sustentación,Ministerio de Seguridad Nacional,2019-11-01,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5037,"Mi argentina,AFIP"
5038,Registro Nacional de Buques - Levantamiento Prohibición de Navegar,Ministerio de Seguridad Nacional,2019-11-01,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5038,"Mi argentina,AFIP"
5040,Intermediario de Reaseguro - Presentación anual de documentación,Ministerio de Economía,2019-11-04,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5040,"Mi argentina,AFIP"
5042,Intermediario de Reaseguro - Presentación de renovación de Póliza de E&O,Ministerio de Economía,2019-11-04,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5042,"Mi argentina,AFIP"
5044,Técnica Naval - Certificaciones de copias de elementos técnicos de juicio,Ministerio de Seguridad Nacional,2019-11-05,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5044,"Mi argentina,AFIP"
5045,"Inscripción en el Registro Nacional Único de Fabricación, Distribución y Comercialización de Uniformes, Distintivos e Insignias Oficiales de las Fuerzas Policiales y de Seguridad Federales",Ministerio de Seguridad Nacional,2019-11-05,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5045,"Mi argentina,AFIP"
5046,"Actualización en el Registro Nacional Único de Fabricación, Distribución y Comercialización de Uniformes, Distintivos e Insignias Oficiales de las Fuerzas Policiales y de Seguridad Federales",Ministerio de Seguridad Nacional,2019-11-05,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5046,"Mi argentina,AFIP"
5047,Solicitud de Certificados,Ministerio de Seguridad Nacional,2019-11-05,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5047,"Mi argentina,AFIP"
5049,Aprobación/Renovación de Prototipos,Ministerio de Seguridad Nacional,2019-11-05,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5049,"Mi argentina,AFIP"
5051,Registro Nacional de Buques - Censo,Ministerio de Seguridad Nacional,2019-11-06,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5051,"Mi argentina,AFIP"
5052,Registro Nacional de Buques - Contrato de Hipoteca de Buque en Construcción,Ministerio de Seguridad Nacional,2019-11-07,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5052,"Mi argentina,AFIP"
5057,RENPRE - Autorización de importación,Ministerio de Seguridad Nacional,2019-11-11,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5057,AFIP
5058,RAEM - Rectificativa / Renovación Régimen de Acceso de Excepción a Medicamentos,Ministerio de Salud,2019-11-12,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5058,"DNI,Mi argentina,ANSES,AFIP"
5059,RAEM - GESTORES - Trámite para la importación de productos que contengan cannabinoides o derivados de la planta de cannabis,Ministerio de Salud,2019-11-12,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5059,"DNI,Mi argentina,ANSES,AFIP"
5060,Transporte de Pasajeros Internacionales - Empresas Extranjeras - Solicitud / Renovación de Permiso Complementario,Ministerio de Economía,2019-11-13,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5060,AFIP
5061,Propuesta de Fortalecimiento de la Gestión Institucional,Ministerio de Capital Humano,2019-11-14,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5061,"Mi argentina,AFIP"
5063,Inscripción en el Registro Nacional de Empresas de Control de Plagas,Ministerio de Salud,2019-11-14,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5063,"Mi argentina,AFIP"
5064,Reinscripción en el Registro Nacional de Empresas de Control de Plagas,Ministerio de Salud,2019-11-14,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5064,"Mi argentina,AFIP"
5065,Actualización en el Registro Nacional de Empresas de Control de Plagas,Ministerio de Salud,2019-11-14,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5065,"Mi argentina,AFIP"
5066,Fusión - Unión de Asociaciones Sindicales,Ministerio de Capital Humano,2019-11-14,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5066,"Mi argentina,AFIP"
5067,Convocatoria a Asambleas y Congresos - Asociaciones Sindicales,Ministerio de Capital Humano,2019-11-14,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5067,"Mi argentina,AFIP"
5068,RENPRE - Reimpresión y anulación de Certificado y credenciales,Ministerio de Seguridad Nacional,2019-11-15,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5068,AFIP
5069,RENPRE - Informes de movimientos,Ministerio de Seguridad Nacional,2019-11-15,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5069,AFIP
5070,RENPRE - Declaración de tránsito internacional por territorio nacional,Ministerio de Seguridad Nacional,2019-11-15,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5070,AFIP
5072,RENPRE - Solicitud de Credencial,Ministerio de Seguridad Nacional,2019-11-19,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5072,AFIP
5073,RENPRE - Transporte por operación,Ministerio de Seguridad Nacional,2019-11-19,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5073,AFIP
5076,Solicitud de Autorización para operar Estaciones Terrenas ESIM,Jefatura de Gabinete de Ministros,2019-11-20,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5076,"Mi argentina,AFIP"
5077,Solicitud Autorización para operar Estaciones de Radioastronomía,Jefatura de Gabinete de Ministros,2019-11-20,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5077,"Mi argentina,AFIP"
5078,Modificación del sistema de registros contables - Asociaciones Sindicales,Ministerio de Capital Humano,2019-11-20,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5078,"Mi argentina,AFIP"
5079,Presentación de escritura o instrumento del acto jurídico del trámite de Previa Conformidad,Ministerio de Seguridad Nacional,2019-11-21,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5079,"Mi argentina,AFIP"
5081,RENPRE - Presentación extraordinaria precursores químicos,Ministerio de Seguridad Nacional,2019-11-24,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5081,AFIP
5082,Presentación/ Modificación de Cuadro de Horarios - Empresas nacionales y extranjeras de transporte de pasajeros internacionales,Ministerio de Economía,2019-11-25,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5082,"Mi argentina,AFIP"
5083,Solicitud de Habilitación para Establecimientos Avícolas Comerciales,Ministerio de Economía,2019-11-26,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5083,"Mi argentina,AFIP"
5084,Inscripción de Establecimientos Avícolas para Faena Unión Europea,Ministerio de Economía,2019-11-26,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5084,"Mi argentina,AFIP"
5085,Solicitud de Inscripción al Plan Nacional de Sanidad Avícola,Ministerio de Economía,2019-11-26,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5085,"Mi argentina,AFIP"
5086,Actualización de Datos del Registro Nacional de Clubes de Barrio y Pueblo,Jefatura de Gabinete de Ministros,2019-11-26,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=5086,"Mi argentina,AFIP"
